,id,collection,dc.contributor.advisor,dc.contributor.author[],dc.title[de],dc.title[en],tuhh.contributor.referee,PPN,Verfasser,sonstPers,Titel,RefID_plus_KoRef,Ref,RefKopie,RefID_plus_KoRefKopie
4107.0,9776,20.500.12738/6,"Wehkamp, Karl-Heinz","Michelsen, Yvonne::rp11165::600","Analyse gesundheitswirtschaftlicher Potenziale am Beispielder „Gesundheitsregion Weserberglandplus""",," Deneke, Christiane",614889677,"Michelsen, Yvonne","Wehkamp, Karl-Heinz; Deneke, Christiane",Analyse gesundheitswirtschaftlicher Potenziale am Beispiel der Gesundheitsregion Weserberglandplus/ Yvonne Michelsen," Deneke, Christiane","Wehkamp, Karl-Heinz","Wehkamp, Karl-Heinz"," Deneke, Christiane"
4067.0,9820,20.500.12738/6,"Arens-Azevedo, Ulrike","Belling, Bettina::rp11205::600",Die Umsetzung der gesetzlichen Anforderungen in der Schulverpflegung in Hinblick auf Hygiene : Erfassung der Soll-Ist-Situation an Hamburger Schulen,," Joh, Heinz ",618305041,"Belling, Bettina","Arens-Azevedo, Ulrike [Ref.]; Joh, Heinz [Ko-Ref.]",Die Umsetzung der gesetzlichen Anforderungen in der Schulverpflegung in Hinblick auf Hygiene," Joh, Heinz [Ko-Ref.]","Arens-Azevedo, Ulrike [Ref.]","Arens-Azevedo, Ulrike"," Joh, Heinz "
4077.0,9808,20.500.12738/6,"Lewandowski, Dirk","Thomsen, Balder::rp07820::500",Die Qualität von Retrievalergebnissen im Vergleich : Google Book Search und der OPAC einer wissenschaftlichen Bibliothek,," Spree, Ulrike ",615352170,"Thomsen, Balder","Lewandowski, Dirk [Ref.]; Spree, Ulrike [Ko-Ref.]",Die Qualität von Retrievalergebnissen im Vergleich," Spree, Ulrike [Ko-Ref.]","Lewandowski, Dirk [Ref.]","Lewandowski, Dirk"," Spree, Ulrike "
4078.0,9807,20.500.12738/6,"Schade, Frauke","Schön, Anne-Marie::rp11192::600",Wer kennt die Bücherhalle auf zwei Beinen? : ein Kommunikationskonzept für das Projekt Medienboten der Bücherhallen Hamburg,," Krauß-Leichert, Ute ",615351468,"Schön, Anne-Marie","Schade, Frauke [Ref.]; Krauß-Leichert, Ute [Ko-Ref.]",Wer kennt die Bücherhalle auf zwei Beinen?," Krauß-Leichert, Ute [Ko-Ref.]","Schade, Frauke [Ref.]","Schade, Frauke"," Krauß-Leichert, Ute "
4115.0,9767,20.500.12738/6,"Geeb, Franziskus","Rehder, Julia::rp11155::600||Steeb, Estefania::rp11156::600","Konzeption und exemplarische Umsetzung eines barrierefreien Designs des Webauftritts der Bibliothek der Hochschule für Musik und Theater Hamburg unter Berücksichtigung von Usability-Aspekten, der nachhaltigen Nutzbarkeit durch die Verwendung eines Content Management Systems und Untersuchung eines sinnvollen Einsatzes von Web 2.0-Applikationen",," Gennis, Martin ",614863597,"Rehder, Julia","Geeb, Franziskus [Ref.]; Gennis, Martin [Ko-Ref.]","Konzeption und exemplarische Umsetzung eines barrierefreien Designs des Webauftritts der Bibliothek der Hochschule für Musik und Theater Hamburg unter Berücksichtigung von Usability-Aspekten, der nachhaltigen Nutzbarkeit durch die Verwendung eines Content Management Systems und Untersuchung eines sinnvollen Einsatzes von Web 2.0-Applikationen"," Gennis, Martin [Ko-Ref.]","Geeb, Franziskus [Ref.]","Geeb, Franziskus"," Gennis, Martin "
4099.0,9782,20.500.12738/6,"Ludwig, Johannes","Rudel, Sandra::rp11170::600",Die Bedeutung von Social Media in Ländern mit eingeschränkter Meinungsfreiheit : die Vorgänge in Iran im Jahre 2009,," Lewandowski, Dirk ",614920590,"Rudel, Sandra","Ludwig, Johannes [Ref.]; Lewandowski, Dirk [Ko-Ref.]",Die Bedeutung von Social Media in Ländern mit eingeschränkter Meinungsfreiheit," Lewandowski, Dirk [Ko-Ref.]","Ludwig, Johannes [Ref.]","Ludwig, Johannes"," Lewandowski, Dirk "
4075.0,9810,20.500.12738/6,"Hamm, Michael","Luck, Julia::rp11194::600",Studie zum Ernährungswissen und Ernährungsverhalten von Marathonläufern im Breitensport hinsichtlich ausgewählter Lebensmittelgruppen,," Wegmann, Christoph ",615406580,"Luck, Julia","Hamm, Michael [Ref.]; Wegmann, Christoph [Ko-Ref.]",Studie zum Ernährungswissen und Ernährungsverhalten von Marathonläufern im Breitensport hinsichtlich ausgewählter Lebensmittelgruppen," Wegmann, Christoph [Ko-Ref.]","Hamm, Michael [Ref.]","Hamm, Michael"," Wegmann, Christoph "
4072.0,9813,20.500.12738/6,"Schmidt-Grunert, Marianne","Krause, Dinah::rp11197::600||Schanz, Jonny::rp11198::600",Akzeptanz und Bedarf der Hamburger Wohnungslosenhilfe von Menschen im Wohnungsnotfall,," Stövesand, Sabine ",617133980,"Krause, Dinah","Schmidt-Grunert, Marianne [Ref.]; Stövesand, Sabine [Ko-Ref.]",Akzeptanz und Bedarf der Hamburger Wohnungslosenhilfe von Menschen im Wohnungsnotfall," Stövesand, Sabine [Ko-Ref.]","Schmidt-Grunert, Marianne [Ref.]","Schmidt-Grunert, Marianne"," Stövesand, Sabine "
4109.0,9773,20.500.12738/6,"Krauß-Leichert, Ute","Raupach, Jana::rp11162::600",Die Bibliotheks- und Sammlungsorganisation von Kulturinstitutionen in der Freien und Hansestadt Hamburg dargestellt unter besonderer Berücksichtigung ihrer Stiftungsform,," Kübler, Hans-Dieter ",614877490,"Raupach, Jana","Krauß-Leichert, Ute [Ref.]; Kübler, Hans-Dieter [Ko-Ref.]",Die Bibliotheks- und Sammlungsorganisation von Kulturinstitutionen in der Freien und Hansestadt Hamburg dargestellt unter besonderer Berücksichtigung ihrer Stiftungsform," Kübler, Hans-Dieter [Ko-Ref.]","Krauß-Leichert, Ute [Ref.]","Krauß-Leichert, Ute"," Kübler, Hans-Dieter "
4095.0,9787,20.500.12738/6,"Hofmann, Ulrich","Cordes, Jörn::rp11174::600",Der Nutzwert bibliothekarischer Weblogs und Podcasts für die Kommunikation zwischen Bibliothekaren und Bibliotheksnutzern,," Gundlach, Hardy ",614923751,"Cordes, Jörn","Hofmann, Ulrich [Ref.]; Gundlach, Hardy [Ko-Ref.]",Der Nutzwert bibliothekarischer Weblogs und Podcasts für die Kommunikation zwischen Bibliothekaren und Bibliotheksnutzern," Gundlach, Hardy [Ko-Ref.]","Hofmann, Ulrich [Ref.]","Hofmann, Ulrich"," Gundlach, Hardy "
4086.0,9798,20.500.12738/6,"Geeb, Franziskus","Seehaus, Stephan::rp11184::600","Konzipierung, Erstellung und Evaluierung eines Online-Tutorials zur Verbesserung der Suchmaschinenkompetenz",," Lewandowski, Dirk ",615323804,"Seehaus, Stephan","Geeb, Franziskus [Ref.]; Lewandowski, Dirk [Ko-Ref.]","Konzipierung, Erstellung und Evaluierung eines Online-Tutorials zur Verbesserung der Suchmaschinenkompetenz"," Lewandowski, Dirk [Ko-Ref.]","Geeb, Franziskus [Ref.]","Geeb, Franziskus"," Lewandowski, Dirk "
4114.0,9768,20.500.12738/6,"Verch, Ulrike","Dehne, Alexander::rp11157::600||Hinsch, Wolf::rp11158::600","Filesharing von Musiktiteln in Deutschland : eine Untersuchung der Motivationsgründe von Filesharern, sowie technische, geschichtliche und urheberrechtliche Aspekte des Filesharings",," Gennis, Martin ",614870062,"Dehne, Alexander","Verch, Ulrike [Ref.]; Gennis, Martin [Ko-Ref.]",Filesharing von Musiktiteln in Deutschland," Gennis, Martin [Ko-Ref.]","Verch, Ulrike [Ref.]","Verch, Ulrike"," Gennis, Martin "
4074.0,9811,20.500.12738/6,"Behr-Völtzer, Christine","Wack, Johanna::rp11195::600",Allergieprävention im Säuglings- und Kleinkindalter – Entwicklung von Ernährungsinformationsmaterial,," Hamm, Michael",616804598,"Wack, Johanna","Behr-Völtzer, Christine; Hamm, Michael",Allergieprävention im Säuglings- und Kleinkindalter," Hamm, Michael","Behr-Völtzer, Christine","Behr-Völtzer, Christine"," Hamm, Michael"
4209.0,9791,20.500.12738/6,"Färber, Christine","Bendt, Wiebke::rp01440::500",Erwerbsarbeit - Chance oder Risiko für die Gesundheit alleinerziehender Frauen in Ost und West - eine qualitative Studie,," Deneke, Christiane",614925592,"Bendt, Wiebke","Färber, Christine; Deneke, Christiane",Erwerbsarbeit - Chance oder Risiko für die Gesundheit alleinerziehender Frauen in Ost und West," Deneke, Christiane","Färber, Christine","Färber, Christine"," Deneke, Christiane"
4729.0,9783,20.500.12738/6,"Huth, Elke","Strunk, Petra::rp11171::600",Die finnische Kalkulationssoftware CleanNet in der Anwendung auf dem deutschen Markt,," Baumholzer, Elisabeth",515911615,"Strunk, Petra","Huth, Elke; Baumholzer, Elisabeth",Die finnische Kalkulationssoftware CleanNet® in der Anwendung auf dem deutschen Markt," Baumholzer, Elisabeth","Huth, Elke","Huth, Elke"," Baumholzer, Elisabeth"
4082.0,9802,20.500.12738/6,"Gläser, Christine","Linke, Anja::rp11188::600",Schaffung einer Wissensbasis für die E-Auskunft : theoretische Grundlage und praktische Umsetzung an der Universitätsbibliothek der Helmut-Schmidt-Universität Hamburg,," Tannhof, Werner ",615347363,"Linke, Anja ; ID: gnd/140773428","Gläser, Christine [Ref.]; Tannhof, Werner *1952-* ; ID: gnd/104401451",Schaffung einer Wissensbasis für die E-Auskunft," Tannhof, Werner *1952-* ; ID: gnd/104401451","Gläser, Christine [Ref.]","Gläser, Christine"," Tannhof, Werner "
4730.0,9774,20.500.12738/6,"Behr-Völtzer, Christine","Kürzel, Regina::rp11163::600",Ernährungsberatung bei chronischer Urtikaria,,,515689106,"Kürzel, Regina","Behr-Völtzer, Christine [Ref.]; Weßbecher [Ko-Ref.]",Ernährungsberatung bei chronischer Urtikaria, Weßbecher [Ko-Ref.],"Behr-Völtzer, Christine [Ref.]","Behr-Völtzer, Christine",
4071.0,9814,20.500.12738/6,,"Bauch, Katharina::rp11199::600",Stärkung der Ausbildungsreife von benachteiligten Jugendlichen durch erlebnispädagogische Angebote,,,617136467,"Bauch, Katharina",,Stärkung der Ausbildungsreife von benachteiligten Jugendlichen durch erlebnispädagogische Angebote,,,,
4104.0,9779,20.500.12738/6,"Färber, Christine","Strodthoff, Nina::rp11168::600",Evaluation einer MultiplikatorInnenfortbildung zur Medienkompetenzförderung von Eltern – aktuelle Studien und Präventionsprogramme,," Kliche, Thomas",614904617,"Strodthoff, Nina","Färber, Christine; Kliche, Thomas",Evaluation einer MultiplikatorInnenfortbildung zur Medienkompetenzförderung von Eltern," Kliche, Thomas","Färber, Christine","Färber, Christine"," Kliche, Thomas"
3723.0,5330,20.500.12738/6,"Neuffer, Manfred","Wald, Karl Jakob::rp07104::600",Die Allgemeinen Sozialen Dienste im Spannungsfeld zwischen fachlichen und marktwirtschaftlichen Anforderungen : Am Beispiel der Hilfeplanung in der Kinder- und Jugendhilfe,," Hinrichs, Knut ",660746565,"Wald, Karl Jakob","Neuffer, Manfred [Ref.]; Hinrichs, Knut [Ko-Ref.]",Die Allgemeinen Sozialen Dienste im Spannungsfeld zwischen fachlichen und marktwirtschaftlichen Anforderungen," Hinrichs, Knut [Ko-Ref.]","Neuffer, Manfred [Ref.]","Neuffer, Manfred"," Hinrichs, Knut "
3406.0,5860,20.500.12738/6,"Neumann-Szyszka, Julia","Frank, Tjorven::rp07606::600",Prozessanalyse und Prozessoptimierung am Beispiel des Teilprozesses „Auszählung der Stimmzettel“ der Hamburg-Wahl 2011,," Hansen, Henrike ",719915376,"Frank, Tjorven","Neumann-Szyszka, Julia [Ref.]; Hansen, Henrike [Ko-Ref.]",Prozessanalyse und Prozessoptimierung am Beispiel des Teilprozesses 'Auszählung der Stimmzettel' der Hamburg-Wahl 2011," Hansen, Henrike [Ko-Ref.]","Neumann-Szyszka, Julia [Ref.]","Neumann-Szyszka, Julia"," Hansen, Henrike "
3825.0,5313,20.500.12738/6,"Wegmann, Christoph","Gerlach, Christian::rp07088::600","Konzept zur Etablierung regionaler Produkte für den Vertriebsweg Hotellerie undGastronomie, am Beispiel der Regionalmarke „Von Hier“",," Rückewold, Kai ",657042005,"Gerlach, Christian","Wegmann, Christoph [Ref.]; Rückewold, Kai [Ko-Ref.]","Konzept zur Etablierung regionaler Produkte für den Vertriebsweg Hotellerie und Gastronomie, am Beispiel der Regionalmarke 'Von Hier'"," Rückewold, Kai [Ko-Ref.]","Wegmann, Christoph [Ref.]","Wegmann, Christoph"," Rückewold, Kai "
3490.0,5624,20.500.12738/6,"Röther, Michael","Yang, Yubing::rp07383::600",Entwicklung eines Bedien- und Visualisierungsprogramms mit LabView für eine imLabor nachgebildete Windenergieanlage,," Lehmann, Thomas ",684835274,"Yang, Yubing","Röther, Michael [Ref.]; Lehmann, Thomas [Ko-Ref.]",Entwicklung eines Bedien- und Visualisierungsprogramms mit LabView für eine im Labor nachgebildete Windenergieanlage," Lehmann, Thomas [Ko-Ref.]","Röther, Michael [Ref.]","Röther, Michael"," Lehmann, Thomas "
3582.0,5524,20.500.12738/6,"Wegmann, Christoph","Wook, Elisabeth::rp07291::600",Identifikation und Evaluation von Instrumenten zur Steigerung des Kundenaustausches zwischen Wochenmarkt und innerstädtischen Geschäftszentrenam Beispiel von Bergedorf,," Aholt, Andreas ",672616505,"Wook, Elisabeth","Wegmann, Christoph [Ref.]; Aholt, Andreas [Ko-Ref.]",Identifikation und Evaluation von Instrumenten zur Steigerung des Kundenaustausches zwischen Wochenmarkt und innerstädtischen Geschäftszentren am Beispiel von Bergedorf," Aholt, Andreas [Ko-Ref.]","Wegmann, Christoph [Ref.]","Wegmann, Christoph"," Aholt, Andreas "
3722.0,5332,20.500.12738/6,"Seukwa, Louis Henri","Dürrbeck, Jan-Frederyk::rp07106::600",Strukturelle Barrieren und deren Auswirkung auf die Gesundheit,," Schmoeker, Mary ",660754851,"Dürrbeck, Jan-Frederyk","Seukwa, Louis Henri [Ref.]; Schmoeker, Mary [Ko-Ref.]",Strukturelle Barrieren und deren Auswirkung auf die Gesundheit," Schmoeker, Mary [Ko-Ref.]","Seukwa, Louis Henri [Ref.]","Seukwa, Louis Henri"," Schmoeker, Mary "
3732.0,5316,20.500.12738/6,"Panitzsch-Wiebe, Marion","Weissmann, Jürgen::rp07091::600",Über kulturelle Bildung zur Dämpfung neuentstehender sozialer Unsicherheit in der heutigen Risikogesellschaft Dargestellt am Beispiel der Erlebnispädagogik,," ansen, Harald ",657108367,"Weissmann, Jürgen","Panitzsch-Wiebe, Marion [Ref.]; ansen, Harald [Ko-Ref.]",Über kulturelle Bildung zur Dämpfung neuentstehender sozialer Unsicherheit in der heutigen Risikogesellschaft," ansen, Harald [Ko-Ref.]","Panitzsch-Wiebe, Marion [Ref.]","Panitzsch-Wiebe, Marion"," ansen, Harald "
3266.0,5861,20.500.12738/6,"Anspach, Birger","Pilz, Susanne::rp07607::600",Establishment and validation of inhalation towers for inhaled compound administration by aerosolation to rodents,," Pahl, Andreas ",719914272,"Pilz, Susanne","Anspach, Birger [Ref.]; Pahl, Andreas [Ko-Ref.]",Establishment and validation of inhalation towers for inhaled compound administration by aerosolation to rodents," Pahl, Andreas [Ko-Ref.]","Anspach, Birger [Ref.]","Anspach, Birger"," Pahl, Andreas "
3405.0,5862,20.500.12738/6,"Neumann-Szyszka, Julia","Jorde, Olaf::rp07608::600",Möglichkeiten und Grenzen für die Rekrutierung von Wahlhelfern vor dem Hintergrund des neuen Hamburger Wahlrechts,," Beiß, Wille ",719916879,"Jorde, Olaf","Neumann-Szyszka, Julia [Ref.]; Beiß, Wille [Ko-Ref.]",Möglichkeiten und Grenzen für die Rekrutierung von Wahlhelfern vor dem Hintergrund des neuen Hamburger Wahlrechts," Beiß, Wille [Ko-Ref.]","Neumann-Szyszka, Julia [Ref.]","Neumann-Szyszka, Julia"," Beiß, Wille "
3822.0,5319,20.500.12738/6,"Behr-Völtzer, Chrsitine","Wengenroth, Jana::rp07094::600",Die bakterielle Fehlbesiedlung des Darms und die Möglichkeit von ernährungstherapeutischen Maßnahmen,," Kopra, Nina ",657384445,"Wengenroth, Jana","Behr-Völtzer, Chrsitine [Ref.]; Kopra, Nina [Ko-Ref.]",Die bakterielle Fehlbesiedlung des Darms und die Möglichkeit von ernährungstherapeutischen Maßnahmen," Kopra, Nina [Ko-Ref.]","Behr-Völtzer, Chrsitine [Ref.]","Behr-Völtzer, Chrsitine"," Kopra, Nina "
2461.0,6686,20.500.12738/6,"Weber, Petra","Kwiek, Julia Magdalena::rp08360::600",Freiheitsentziehende Maßnahmen bei Menschen mit Demenz,," Feldhaus, Walburga ",795378416,"Kwiek, Julia Magdalena","Weber, Petra [Ref.]; Feldhaus, Walburga [Ko-Ref.]",Freiheitsentziehende Maßnahmen bei Menschen mit Demenz," Feldhaus, Walburga [Ko-Ref.]","Weber, Petra [Ref.]","Weber, Petra"," Feldhaus, Walburga "
4672.0,5334,20.500.12738/6,"Krauß-Leichert, Ute","Oktar, Claudia::rp07108::600","""For a better understanding"" - Erfolgsfaktor Interkulturelle Kommunikation : eine Lehrmöglichkeit für das Studiendepartment Information",," Spree, Ulrike ",523674821,"Oktar, Claudia","Krauß-Leichert, Ute [Ref.]; Spree, Ulrike [Ko-Ref.]",'For a better understanding' - Erfolgsfaktor Interkulturelle Kommunikation," Spree, Ulrike [Ko-Ref.]","Krauß-Leichert, Ute [Ref.]","Krauß-Leichert, Ute"," Spree, Ulrike "
3404.0,5863,20.500.12738/6,"Schmidt, Rolf","Knipfer, Lina::rp07609::600",Stärken Volksentscheide die Demokratie? : Eine Untersuchung unter besonderer Berücksichtigung der aktuellen Geschenisse in Hamburg,," Passera, Philipp ",719925282,"Knipfer, Lina","Schmidt, Rolf [Ref.]; Passera, Philipp [Ko-Ref.]",Stärken Volksentscheide die Demokratie?," Passera, Philipp [Ko-Ref.]","Schmidt, Rolf [Ref.]","Schmidt, Rolf"," Passera, Philipp "
3734.0,5310,20.500.12738/6,"Wegmann, Christoph","Heitzmann, Raoul::rp07085::600",Markierung regionaler Lebensmittel in Hamburg,," Kuhnert, Heike ",657025526,"Heitzmann, Raoul","Wegmann, Christoph [Ref.]; Kuhnert, Heike [Ko-Ref.]",Markierung regionaler Lebensmittel in Hamburg," Kuhnert, Heike [Ko-Ref.]","Wegmann, Christoph [Ref.]","Wegmann, Christoph"," Kuhnert, Heike "
3819.0,5322,20.500.12738/6,"Perger, Gabriele","Bourhim, Antje::rp07097::600",Systemergonomie am Beispiel Büro- und Bildschirmarbeitsplatz- Entwicklung eines E-Learning- Moduls,," Simon, Frank ",657392790,"Bourhim, Antje","Perger, Gabriele [Ref.]; Simon, Frank [Ko-Ref.]",Systemergonomie am Beispiel Büro- und Bildschirmarbeitsplatz," Simon, Frank [Ko-Ref.]","Perger, Gabriele [Ref.]","Perger, Gabriele"," Simon, Frank "
946.0,8922,20.500.12738/6,"Cornelissen, Gesine","Dahlmann, Katharina::rp09052::500",Online-Überwachung der Sauerstoffaufnahmerate (OUR) in CHO Kultivierungssystemen,," Solle, Dörte ",1663359881,"Dahlmann, Katharina","Cornelissen, Gesine *1971-* ; ID: gnd/129698504; Solle, Dörte *1968-* ; ID: gnd/128496711",Online-Überwachung der Sauerstoffaufnahmerate (OUR) in CHO Kultivierungssystemen," ID: gnd/129698504; Solle, Dörte *1968-* ; ID: gnd/128496711","Cornelissen, Gesine *1971-* ","Cornelissen, Gesine"," Solle, Dörte "
4094.0,9788,20.500.12738/6,"Deneke, Christiane","Schluck, Stephanie::rp11175::600",Gesundheitsförderung für Mädchen und Jungen mit Migrationshintergrund –Umsetzungsmöglichkeiten im Raum Oldenburg/Niedersachsen,," Richter-Kornweitz, Antje",614924111,"Schluck, Stephanie","Deneke, Christiane; Richter-Kornweitz, Antje",Gesundheitsförderung für Mädchen und Jungen mit Migrationshintergrund," Richter-Kornweitz, Antje","Deneke, Christiane","Deneke, Christiane"," Richter-Kornweitz, Antje"
4079.0,9806,20.500.12738/6,"Geeb, Franziskus","Schneider, Susanne::rp11191::600",Eine Website für die Medienboten : Entwicklung eines Konzeptes mit Methoden derBenutzerpartizipation und des Usability Engineering,," Schulz, Ursula ",615350151,"Schneider, Susanne","Geeb, Franziskus [Ref.]; Schulz, Ursula [Ko-Ref.]",Eine Website für die Medienboten," Schulz, Ursula [Ko-Ref.]","Geeb, Franziskus [Ref.]","Geeb, Franziskus"," Schulz, Ursula "
4108.0,9775,20.500.12738/6,"Geeb, Franziskus","Zeumer, Tobias::rp11164::600","Integrationsangebote für Migranten in Hamburg : Konzeption einer über das Web recherchierbaren und aktualisierbaren Datenbank für Multiplikatoren in Kooperation mit den HÖB und der Leitstelle für Integration und Zivilgesellschaft der Behörde für Soziales, Familie, Gesundheit und Verbraucherschutz",," Gennis, Martin ",614878357,"Zeumer, Tobias ; ID: gnd/1135983321","Geeb, Franziskus [Ref.]; Gennis, Martin [Ko-Ref.]",Integrationsangebote für Migranten in Hamburg," Gennis, Martin [Ko-Ref.]","Geeb, Franziskus [Ref.]","Geeb, Franziskus"," Gennis, Martin "
4112.0,9770,20.500.12738/6,"Kübler, Hans-Dieter","Donaszewski, Inga::rp07700::500",Fernsehkonsum im Kindesalter : Auswirkungen auf die Sprach- und Lesekompetenzen von Kindern im Grundschulalter : eine Literaturstudie,," Schade, Frauke ",614874653,"Donaszewski, Inga","Kübler, Hans-Dieter [Ref.]; Schade, Frauke [Ko-Ref.]",Fernsehkonsum im Kindesalter," Schade, Frauke [Ko-Ref.]","Kübler, Hans-Dieter [Ref.]","Kübler, Hans-Dieter"," Schade, Frauke "
4098.0,9784,20.500.12738/6,"Gennis, Martin","Stapelfeld, Oliver::rp11172::600",Ist Cloud Computing reif für die Praxis? : Präsentation des Modells und Evaluierung von Cloud-basierten Applikationen,," Geeb, Franziskus ",614921201,"Stapelfeld, Oliver","Gennis, Martin [Ref.]; Geeb, Franziskus [Ko-Ref.]",Ist Cloud Computing reif für die Praxis?," Geeb, Franziskus [Ko-Ref.]","Gennis, Martin [Ref.]","Gennis, Martin"," Geeb, Franziskus "
4069.0,9817,20.500.12738/6,"Strehmel, Petra","Schurian, Friederieke::rp11202::600",Eignungsdiagnostische Verfahren in der Auswahl pädagogischen Personals : eine qualitative empirische Studie zu den Verfahren der „Vereinigung Hamburger Kindertagesstätten“,," Langer, Andreas ",617141746,"Schurian, Friederieke","Strehmel, Petra [Ref.]; Langer, Andreas [Ko-Ref.]",Eignungsdiagnostische Verfahren in der Auswahl pädagogischen Personals," Langer, Andreas [Ko-Ref.]","Strehmel, Petra [Ref.]","Strehmel, Petra"," Langer, Andreas "
